site_id,years,states,commodity,latitude,longitude
M003005,1985;1990,0;3,Cu,-88.6818,168.6235
M003006,1989;1994,0;0,Zn,-45.8143,129.3499
M003007,2013;2018;2023;2028;2033,0;1;2;2;2,Zn,63.8471,-104.5102
M003008,2004;2009;2014;2019;2024,0;0;1;1;3,Fe,-83.6839,-56.7282
M003009,1986;1991;1996;2001;2006;2011,0;0;1;1;1;3,U,62.1906,40.7013
M003010,1979;1984;1989;1994;1999,0;1;2;2;2,Ag,-7.0369,-48.5174
M003011,1977;1982;1987;1992;1997,0;0;1;1;2,Fe,69.8437,82.2112
M003012,2006;2011;2016,0;1;1,Cu,69.192,-119.9504
M003013,2008;2013;2018,0;0;0,Ag,0.6961,31.1408
M003014,1988;1993;1998;2003;2008;2013,0;0;0;0;0;1,U,28.3805,-5.4924
M003015,2003;2008;2013;2018;2023,0;1;1;3;3,Au,-52.7047,24.6336
M003016,1993;1998;2003;2008;2013,0;1;2;2;2,Cu,42.4576,139.2593
M003017,1994;1999;2004;2009;2014;2019,0;0;3;3;3;3,Au,80.3263,-141.1218
M003018,1976;1981;1986,0;1;1,Ag,37.5883,174.4357
M003019,1971;1976,0;0,U,-12.8273,88.3983
M003020,1978;1983;1988;1993,0;0;0;0,U,47.0814,-135.9567
M003021,1986;1991;1996;2001,0;1;1;1,Au,62.7214,168.1436
M003022,2006;2011;2016,0;1;3,U,-59.1439,-141.4633
M003023,2010;2015;2020;2025;2030;2035,0;0;0;1;2;2,Fe,-18.1942,8.5305
M003024,1999;2004;2009,0;0;1,U,-18.0638,36.5163
M003025,1995;2000,0;0,Ag,5.1707,-48.2191
M003026,2011;2016,0;0,Ag,61.7225,-67.477
M003027,1978;1983;1988;1993;1998,0;0;3;3;3,Fe,-61.8654,84.6827
M003028,1980;1985;1990,0;1;2,U,-49.7923,-70.6782
M003029,2005;2010;2015;2020;2025,0;0;0;0;0,Zn,69.3223,-172.0739
M003030,1972;1977;1982,0;0;1,Cu,-74.0208,45.2934
M003031,2010;2015;2020;2025,0;0;3;3,U,-25.8171,63.7035
M003032,2007;2012;2017,0;1;3,Fe,13.9578,115.8444
M003033,1989;1994;1999;2004,0;0;1;1,U,-87.493,-159.6615
M003034,1998;2003;2008,0;0;0,Fe,-2.8709,150.1962
M003035,1984;1989,0;0,Au,27.8167,-27.5904
M003036,1998;2003;2008;2013;2018,0;0;1;1;1,Au,-72.5455,-11.4144
M003037,1975;1980;1985;1990;1995,0;3;3;3;3,U,75.4877,34.4009
M003038,1995;2000;2005;2010;2015,0;0;0;0;0,U,-83.9149,149.5273
M003039,2007;2012;2017;2022;2027;2032,0;3;3;3;3;3,Zn,15.5749,-39.0734
M003040,1978;1983;1988;1993;1998,0;0;0;0;3,Zn,-26.6054,161.7787
M003041,1971;1976;1981;1986;1991,0;0;0;0;0,Ag,-15.4012,-126.2023
M003042,2013;2018;2023;2028,0;3;3;3,Au,-64.8418,-18.848
M003043,2001;2006;2011,0;0;3,Fe,-77.9982,-135.3656
M003044,1986;1991;1996;2001;2006,0;0;0;0;0,Ag,-48.7818,55.1285
M003045,2007;2012;2017;2022;2027,0;1;1;1;1,U,-3.8959,127.0789
M003046,1985;1990;1995;2000;2005;2010,0;1;3;3;3;3,Ag,36.4138,32.3372
M003047,2006;2011;2016;2021;2026;2031,0;0;1;3;3;3,Fe,43.9575,143.0525
M003048,1992;1997,0;1,Zn,50.5284,21.7643
M003049,1979;1984;1989;1994;1999;2004,0;0;0;0;3;3,U,42.4631,-131.0863
M003050,1974;1979;1984;1989;1994;1999,0;0;1;2;2;2,Zn,-2.2713,112.676
M003051,1999;2004,0;1,Fe,81.1957,134.9895
M003052,2004;2009;2014;2019,0;0;1;1,Cu,0.1005,32.3951
M003053,1992;1997;2002;2007;2012,0;1;1;1;2,Au,35.1101,104.9253
M003054,1985;1990;1995;2000;2005,0;1;1;2;2,U,1.9897,-28.7307
M003055,1983;1988,0;1,U,-21.3119,37.8808
M003056,1986;1991,0;3,Au,2.7362,96.2696
M003057,1980;1985,0;0,Cu,-22.9988,10.0295
M003058,1971;1976,0;0,Zn,78.6502,36.3842
M003059,1990;1995;2000;2005;2010,0;0;0;1;1,Fe,-67.991,-60.3592
M003060,2011;2016,0;3,Au,-15.3334,130.2275
M003061,1997;2002;2007;2012,0;1;1;1,Fe,82.2622,41.3605
M003062,2013;2018,0;1,Au,39.631,-128.0649
M003063,1983;1988,0;1,Cu,-72.6915,-166.9142
M003064,2009;2014;2019;2024;2029,0;3;3;3;3,U,68.7038,179.5367
M003065,1979;1984;1989;1994;1999,0;0;0;0;0,U,26.5023,106.8159
M003066,1975;1980,0;0,Cu,-76.0053,56.0904
M003067,1980;1985;1990;1995;2000,0;0;0;0;0,Zn,43.4733,-129.358
M003068,1989;1994;1999;2004;2009;2014,0;0;1;1;1;1,Au,55.2404,-80.9176
M003069,1983;1988;1993;1998;2003;2008,0;0;0;1;2;2,Au,-55.8682,60.2585
M003070,1995;2000;2005;2010,0;0;0;0,Fe,-8.5876,-86.6999
M003071,1999;2004;2009;2014,0;0;1;1,Zn,88.0565,-65.974
M003072,1997;2002;2007,0;1;2,Zn,-87.5114,11.991
M003073,2013;2018;2023;2028;2033,0;1;3;3;3,Ag,-18.3896,101.967
M003074,1998;2003;2008;2013;2018;2023,0;3;3;3;3;3,Cu,80.7299,-9.0014
M003075,1972;1977;1982;1987,0;0;3;3,Cu,-69.2932,137.6895
M003076,1987;1992;1997;2002;2007;2012,0;1;1;2;2;2,Cu,80.6967,30.1883
M003077,1998;2003;2008,0;0;0,Au,15.0225,-34.0284
M003078,1985;1990;1995;2000;2005;2010,0;0;3;3;3;3,Ag,-0.7973,-154.9566
M003079,1973;1978;1983,0;1;2,Zn,-84.867,118.8745
M003080,2001;2006;2011,0;1;1,Au,-59.3535,-83.8931
M003081,1970;1975;1980;1985;1990;1995,0;1;1;1;3;3,Au,57.0027,-27.143
M003082,2005;2010;2015;2020;2025;2030,0;0;1;1;1;1,Au,-15.0038,129.3113
M003083,1974;1979;1984;1989;1994,0;0;0;1;2,Fe,50.065,65.7002
M003084,1972;1977,0;1,Fe,-72.0693,-111.1844
M003085,1983;1988;1993,0;3;3,Au,21.4263,127.4869
M003086,2003;2008;2013,0;3;3,Ag,-17.6657,116.8064
M003087,1979;1984;1989;1994;1999,0;0;1;3;3,Zn,-70.8546,-105.7075
M003088,1980;1985;1990;1995;2000;2005,0;0;0;1;3;3,Fe,22.712,-23.5584
M003089,1981;1986,0;0,Fe,84.5032,60.9786
M003090,1997;2002;2007;2012;2017,0;1;1;2;2,Fe,-67.9306,-12.2459
M003091,2008;2013,0;0,Cu,-72.7067,49.8808
M003092,1972;1977;1982;1987,0;0;0;0,Fe,-7.2642,-105.3591
M003093,2005;2010;2015,0;0;3,Fe,4.6605,-74.0542
M003094,1992;1997;2002,0;0;0,Cu,38.468,73.0766
M003095,2002;2007;2012,0;0;0,Zn,66.3531,-134.9995
M003096,1988;1993;1998;2003;2008,0;0;0;0;1,Zn,-37.7597,-159.0238
M003097,1987;1992,0;1,Cu,-53.5488,82.265
M003098,2002;2007;2012,0;0;0,Zn,-88.2734,-22.41
M003099,2001;2006;2011,0;0;0,Au,11.6721,-71.0961
M003100,1993;1998,0;3,Fe,-89.9646,-47.8658
M003101,1975;1980,0;1,Zn,0.9046,-52.8998
M003102,1984;1989,0;0,Ag,68.0508,6.2516
M003103,1979;1984;1989,0;1;3,Cu,70.6772,105.7704
M003104,1972;1977;1982,0;1;1,U,-80.0576,-22.7309
M003105,1982;1987;1992;1997;2002,0;0;0;0;0,Zn,63.9478,-137.5887
M003106,1972;1977;1982;1987;1992,0;0;0;3;3,Au,32.0524,-119.1241
M003107,1999;2004,0;0,U,-68.7888,-166.9181
M003108,1974;1979,0;1,Ag,-59.6155,-82.3242
M003109,2012;2017;2022;2027;2032;2037,0;0;1;1;2;2,Ag,11.5447,53.4352
M003110,1999;2004;2009,0;1;2,Fe,-81.4848,-153.179
M003111,2011;2016;2021,0;0;0,U,-18.378,67.0636
M003112,2010;2015,0;1,Cu,16.1057,42.7574
M003113,1995;2000;2005;2010,0;1;2;2,Ag,42.9062,22.7214
M003114,1973;1978;1983,0;0;1,Zn,-11.4252,20.7722
M003115,2012;2017;2022,0;1;2,Au,-10.5836,-45.0928
M003116,1995;2000;2005;2010;2015;2020,0;0;1;1;1;2,U,-38.7896,-47.8479
M003117,1988;1993;1998;2003;2008,0;1;1;1;1,Au,-59.2488,54.8022
M003118,2004;2009;2014,0;0;0,Cu,-9.5797,-152.6676
M003119,1992;1997;2002;2007;2012,0;0;1;1;2,Cu,-71.0616,178.8066
M003120,1981;1986;1991,0;1;1,Au,-52.6427,27.4711
M003121,2000;2005;2010;2015,0;1;3;3,Au,74.2193,173.7188
M003122,1992;1997;2002,0;1;1,Au,44.6074,-90.3107
M003123,1981;1986;1991;1996;2001;2006,0;1;1;1;1;1,Fe,-69.3545,-156.083
M003124,2001;2006;2011;2016,0;0;1;1,Au,52.4948,50.5595
M003125,2013;2018,0;0,Zn,-50.8362,114.3734
M003126,1999;2004;2009;2014,0;0;0;0,U,-28.9681,171.2815
M003127,2012;2017;2022,0;0;0,Ag,-81.7362,-19.9602
M003128,1988;1993;1998;2003;2008;2013,0;0;1;1;1;1,Cu,-3.3406,153.2626
M003129,1983;1988;1993;1998,0;0;0;1,Au,-45.4478,113.5772
M003130,2013;2018;2023;2028,0;1;1;1,Fe,-24.7195,24.2098
M003131,2012;2017;2022,0;0;1,Cu,68.2923,-102.935
M003132,1983;1988;1993;1998,0;1;1;2,Cu,-12.8539,37.9783
M003133,2005;2010;2015;2020,0;3;3;3,Zn,-25.9986,174.7238
M003134,1980;1985;1990;1995;2000;2005,0;0;0;0;1;1,Zn,30.4563,-135.9225
M003135,1989;1994;1999;2004;2009;2014,0;0;0;0;0;0,Zn,-35.1597,-104.9889
M003136,1994;1999;2004,0;0;0,Zn,-51.4797,43.3304
M003137,1983;1988;1993;1998;2003,0;0;3;3;3,Fe,62.3067,-30.9104
M003138,1999;2004;2009;2014;2019;2024,0;0;1;1;1;1,Au,32.7858,-115.2721
M003139,1982;1987;1992;1997;2002;2007,0;0;1;3;3;3,Ag,-89.7165,95.1641
M003140,1975;1980;1985;1990;1995;2000,0;0;0;1;1;1,Cu,68.3547,-22.4344
M003141,1997;2002;2007;2012;2017;2022,0;0;0;0;0;0,Zn,-70.6124,128.641
M003142,1998;2003;2008;2013;2018;2023,0;0;0;3;3;3,Cu,-86.0781,173.6494
M003143,1981;1986,0;0,Ag,57.9696,-132.6738
M003144,1990;1995,0;0,U,-51.9077,111.4651
M003145,2000;2005;2010;2015;2020,0;1;3;3;3,Au,-63.2225,-51.4111
M003146,2013;2018;2023;2028;2033,0;1;1;3;3,U,78.4541,-112.9831
M003147,1998;2003;2008;2013;2018,0;0;1;3;3,U,21.0865,52.7617
M003148,2011;2016;2021;2026,0;3;3;3,Ag,32.2453,168.5445
M003149,2004;2009,0;0,Fe,-28.0856,-125.6753
M003150,2001;2006;2011;2016;2021;2026,0;1;1;1;2;2,U,21.1318,5.4683
M003151,1989;1994,0;1,U,-66.5324,66.0879
M003152,1996;2001,0;0,U,-61.7197,-76.8008
M003153,1979;1984;1989;1994,0;0;0;0,Au,-80.3154,25.8146
M003154,1971;1976;1981;1986;1991,0;0;3;3;3,U,-27.0303,128.6542
M003155,1977;1982;1987,0;0;0,Au,-78.0768,90.6063
M003156,1997;2002,0;1,U,-24.0674,142.5983
M003157,1979;1984;1989;1994;1999,0;1;2;2;2,Fe,4.7429,-123.9453
M003158,2003;2008;2013,0;0;0,Cu,-74.1933,66.639
M003159,1970;1975;1980;1985;1990;1995,0;1;1;2;2;2,U,41.3317,13.2284
M003160,1972;1977;1982;1987;1992,0;1;2;2;2,Au,72.1436,-146.7991
M003161,2002;2007;2012,0;0;0,U,71.5102,-147.1885
M003162,2008;2013,0;1,Ag,-47.6963,-1.3081
M003163,2010;2015;2020;2025;2030,0;0;0;3;3,Ag,-42.4075,-25.7414
M003164,1971;1976;1981;1986,0;1;1;1,Zn,68.1276,164.2565
M003165,2012;2017;2022;2027,0;1;1;1,Fe,20.8943,43.9443
M003166,1987;1992;1997;2002;2007,0;3;3;3;3,Cu,47.3193,-16.4113
M003167,1988;1993;1998;2003,0;3;3;3,Zn,83.7678,127.7454
M003168,2006;2011;2016,0;3;3,Cu,-35.1917,76.5318
M003169,1992;1997;2002;2007;2012;2017,0;1;1;1;3;3,Au,1.9159,176.182
M003170,1975;1980;1985;1990,0;1;1;1,Zn,-68.2338,-95.0338
M003171,1990;1995;2000;2005;2010;2015,0;0;0;3;3;3,Ag,77.068,96.0453
M003172,1981;1986;1991;1996;2001;2006,0;0;0;0;3;3,U,-25.3937,-146.1465
M003173,1979;1984;1989;1994;1999;2004,0;1;1;2;2;2,Zn,-74.0121,143.3903
M003174,1980;1985;1990;1995;2000;2005,0;0;0;0;1;2,Cu,31.5588,-133.5603
M003175,2004;2009;2014;2019;2024;2029,0;1;1;1;2;2,Cu,20.6277,96.6117
M003176,2002;2007,0;0,Au,-34.5235,-41.8247
M003177,1987;1992,0;0,U,6.204,45.2186
M003178,1970;1975;1980;1985;1990,0;0;1;2;2,Zn,-16.3783,43.8815
M003179,1991;1996,0;0,Fe,84.3992,-141.7005
M003180,1981;1986;1991;1996;2001;2006,0;1;2;2;2;2,U,-14.4483,4.412
M003181,2013;2018;2023,0;0;0,Cu,27.8739,-56.725
M003182,1984;1989;1994;1999,0;1;1;1,U,66.0095,-11.162
M003183,1980;1985;1990,0;1;1,Fe,6.2664,159.2695
M003184,1991;1996;2001;2006;2011;2016,0;1;1;2;2;2,U,-67.5545,-69.6782
M003185,2013;2018;2023;2028;2033;2038,0;0;0;0;0;0,Ag,76.3584,118.119
M003186,2006;2011;2016;2021;2026;2031,0;0;0;0;0;0,Fe,-87.7795,76.8062
M003187,1991;1996,0;3,Fe,38.3106,15.5312
M003188,2003;2008;2013;2018,0;0;1;1,Cu,-64.1986,-174.0649
M003189,1995;2000,0;1,U,-16.3091,-166.5993
M003190,1997;2002;2007;2012,0;0;0;0,U,-12.6993,77.348
M003191,2013;2018;2023;2028;2033;2038,0;0;0;0;3;3,Ag,78.8271,148.9472
M003192,1974;1979,0;1,Zn,89.1929,-115.4326
M003193,2006;2011;2016,0;0;3,U,-28.0602,165.0592
M003194,1972;1977;1982;1987;1992,0;0;0;0;0,Cu,71.8212,155.5688
M003195,1973;1978;1983;1988,0;0;0;1,U,-52.815,-176.1761
M003196,1994;1999;2004;2009;2014;2019,0;1;2;2;2;2,Zn,-60.3388,10.8252
M003197,1994;1999,0;0,Ag,11.0628,-151.1725
M003198,1980;1985;1990,0;0;0,Cu,84.4712,-2.5893
M003199,2009;2014,0;0,Au,27.2457,177.3813
M003200,1983;1988;1993;1998,0;0;3;3,Fe,-52.7722,-42.9488
M003201,2005;2010;2015;2020;2025,0;1;1;3;3,U,34.2068,35.1198
M003202,1971;1976;1981;1986;1991,0;0;0;3;3,Zn,66.1935,162.0464
M003203,1980;1985;1990;1995;2000,0;0;3;3;3,Zn,-29.0265,-153.5043
M003204,2003;2008,0;1,Au,23.6983,108.0333
M003205,2010;2015;2020;2025;2030;2035,0;0;1;1;1;1,Cu,-47.943,-11.4546
M003206,2012;2017;2022;2027,0;1;1;2,U,-9.1965,136.5147
M003207,1972;1977;1982;1987,0;0;0;1,Ag,74.7669,21.8067
M003208,1998;2003,0;1,U,-48.6244,-51.817
M003209,2009;2014,0;0,U,-58.6738,-30.2209
M003210,1971;1976,0;0,Cu,-31.782,40.7074
M003211,1973;1978;1983,0;0;0,Fe,60.7171,-132.6537
M003212,1985;1990;1995;2000;2005,0;0;3;3;3,Au,28.8768,-171.7207
M003213,1981;1986;1991;1996,0;0;1;1,Ag,78.373,13.2352
M003214,1999;2004;2009;2014;2019;2024,0;1;1;1;1;1,U,73.716,170.1062
M003215,1990;1995;2000;2005;2010,0;0;1;1;1,Zn,13.2958,165.5562
M003216,1972;1977;1982;1987,0;1;1;2,U,12.2177,-52.4609
M003217,2009;2014;2019;2024,0;0;0;0,U,-53.8024,-5.0876
M003218,1994;1999;2004;2009,0;3;3;3,Fe,10.9153,11.1299
M003219,2001;2006;2011;2016;2021;2026,0;3;3;3;3;3,Au,-78.3226,110.0688
M003220,1999;2004;2009;2014;2019;2024,0;0;1;1;1;1,U,46.3496,6.1278
M003221,2012;2017;2022;2027,0;1;2;2,Zn,-21.0282,-94.6071
M003222,1979;1984;1989;1994;1999,0;3;3;3;3,Ag,-18.7184,32.6316
M003223,2008;2013;2018,0;0;1,Ag,-5.343,-53.5069
M003224,1996;2001;2006;2011;2016,0;0;3;3;3,Fe,18.0053,41.508
M003225,2005;2010;2015;2020,0;0;0;1,Cu,-67.9508,25.7082
M003226,1978;1983;1988;1993,0;0;0;3,Au,16.2099,-142.778
M003227,1984;1989;1994;1999;2004,0;0;0;0;0,Fe,-63.0575,70.0704
M003228,1978;1983;1988;1993;1998,0;0;0;1;1,Ag,69.9848,36.4123
M003229,1980;1985;1990;1995,0;0;1;3,Zn,6.4535,168.6566
M003230,2003;2008;2013;2018,0;0;0;0,Cu,54.3346,77.4627
M003231,1991;1996;2001,0;0;0,Ag,23.6748,58.6262
M003232,1971;1976,0;0,Ag,-80.795,166.7446
M003233,1990;1995;2000;2005;2010,0;0;0;0;0,Au,10.4243,-24.4757
M003234,2000;2005,0;3,Zn,53.424,-37.8183
M003235,1996;2001;2006,0;0;0,U,-68.7787,151.8944
M003236,1976;1981;1986,0;0;0,U,86.564,-2.4552
M003237,2005;2010,0;0,Au,-2.7866,163.4679
M003238,2006;2011,0;1,Ag,-36.9243,127.4294
M003239,1986;1991;1996;2001;2006,0;0;0;1;2,Cu,-50.0249,-41.966
M003240,2003;2008;2013;2018,0;0;1;2,Ag,-4.3884,61.3139
M003241,1997;2002;2007;2012;2017;2022,0;3;3;3;3;3,Fe,12.7358,119.8494
M003242,2013;2018,0;3,Cu,-76.285,-21.974
M003243,2005;2010,0;0,Ag,-54.7747,169.6211
M003244,1982;1987;1992,0;0;0,Cu,-6.9299,-22.8643
M003245,1982;1987;1992;1997;2002,0;0;0;0;1,Cu,3.5719,-51.0269
M003246,1979;1984;1989,0;3;3,Au,-37.5075,-14.5206
M003247,2001;2006;2011;2016;2021,0;1;1;1;2,Ag,-65.7384,-49.6253
M003248,1988;1993;1998;2003;2008;2013,0;1;1;1;1;1,U,-51.0435,118.7737
M003249,1976;1981;1986;1991;1996;2001,0;0;0;0;0;0,Cu,-22.5143,54.7412
M003250,1988;1993;1998,0;0;1,Au,-15.9689,-35.8214
M003251,2006;2011;2016;2021;2026;2031,0;0;0;0;0;1,Ag,-38.8653,131.2396
M003252,1985;1990;1995;2000,0;1;2;2,U,-57.9653,138.4112
M003253,1992;1997,0;0,Cu,86.9872,-18.1746
M003254,1978;1983;1988,0;0;1,Au,-4.3554,-143.9025
M003255,1999;2004;2009;2014;2019,0;0;1;1;2,Cu,-60.4852,141.6519
M003256,1973;1978,0;1,Cu,-13.0918,-19.1851
M003257,1991;1996,0;0,Zn,-29.0707,-125.0093
M003258,1998;2003,0;1,Ag,56.6781,61.524
M003259,2000;2005;2010;2015;2020;2025,0;0;0;1;1;2,U,-35.5952,-156.3403
M003260,2005;2010;2015,0;1;2,Zn,-45.8843,-65.6557
M003261,1984;1989,0;1,U,-7.0942,-106.9853
M003262,1987;1992;1997;2002,0;0;0;0,Ag,88.4165,112.6697
M003263,1986;1991;1996;2001;2006,0;0;0;0;0,Au,87.619,86.5348
M003264,1972;1977;1982;1987,0;1;1;1,Zn,-51.6862,123.3666
M003265,1971;1976;1981,0;0;3,U,-27.9555,-159.765
M003266,2004;2009,0;0,U,8.4004,157.4448
M003267,1979;1984,0;0,U,-77.3626,-28.6681
M003268,1980;1985;1990,0;0;0,Zn,44.9949,-169.799
M003269,1984;1989;1994,0;1;2,Ag,28.0566,15.1296
M003270,2011;2016;2021;2026;2031,0;0;1;1;1,Cu,6.9372,-91.5603
M003271,1988;1993;1998;2003;2008,0;3;3;3;3,Zn,13.069,102.332
M003272,2004;2009;2014;2019;2024,0;0;1;1;1,Zn,-44.8543,135.7134
M003273,1990;1995;2000;2005;2010;2015,0;0;0;0;0;0,Ag,61.8944,-61.3074
M003274,1981;1986;1991;1996;2001;2006,0;3;3;3;3;3,Cu,44.4845,108.6611
M003275,1970;1975;1980;1985;1990,0;3;3;3;3,U,66.3128,132.9645
M003276,1976;1981;1986;1991;1996,0;0;0;1;3,Ag,-57.8688,103.1507
M003277,1974;1979;1984,0;0;0,Ag,-51.4286,114.0456
M003278,2001;2006;2011,0;0;0,U,67.3038,-167.8658
M003279,1983;1988;1993;1998;2003,0;0;0;0;0,Ag,36.1612,159.6137
M003280,1987;1992;1997;2002;2007,0;1;1;2;2,Ag,-83.3234,39.1546
M003281,2001;2006;2011;2016,0;0;1;2,Zn,-42.7548,102.841
M003282,1975;1980;1985;1990;1995;2000,0;0;0;1;1;1,Zn,25.0905,-141.0654
M003283,1992;1997;2002;2007,0;3;3;3,Au,-36.9751,87.8849
M003284,1972;1977;1982;1987;1992,0;0;0;1;2,Ag,19.5848,-95.9086
M003285,2002;2007;2012;2017;2022,0;0;1;2;2,Cu,57.1332,173.4521
M003286,1980;1985,0;1,U,-78.9423,-152.4982
M003287,1978;1983;1988,0;1;3,Au,-18.9908,18.494
M003288,1991;1996,0;0,Fe,87.9092,-89.3426
M003289,1991;1996;2001;2006;2011;2016,0;3;3;3;3;3,U,-2.0879,90.1444
M003290,1971;1976;1981;1986;1991;1996,0;1;1;1;3;3,Fe,25.9368,-75.726
M003291,1971;1976;1981,0;1;1,U,-19.0571,46.0493
M003292,1997;2002;2007,0;1;2,Au,-43.3776,35.0185
M003293,1999;2004;2009,0;0;1,Au,-36.3628,-97.4308
M003294,1983;1988;1993,0;0;0,Zn,28.5902,175.9788
M003295,1977;1982;1987,0;0;0,Au,67.3755,-111.4108
M003296,2006;2011;2016;2021,0;3;3;3,U,81.0847,-48.2411
M003297,1983;1988;1993;1998;2003,0;1;1;1;1,Au,-36.7251,-64.3273
M003298,1995;2000;2005,0;1;1,Ag,35.5442,-52.0906
M003299,1977;1982;1987;1992,0;0;0;1,Zn,3.9396,-82.6225
M003300,2002;2007;2012;2017;2022;2027,0;3;3;3;3;3,Fe,-78.456,-20.857
M003301,1983;1988;1993,0;0;0,Au,-41.215,169.9684
M003302,1996;2001;2006;2011;2016;2021,0;0;3;3;3;3,Au,68.196,-46.9099
M003303,1971;1976;1981;1986,0;0;0;3,Au,72.9808,70.6942
M003304,1985;1990;1995;2000;2005;2010,0;1;2;2;2;2,Au,69.07,143.7362
M003305,2003;2008,0;0,U,5.6326,161.9145
M003306,1995;2000,0;0,Cu,-34.0756,47.1237
M003307,1982;1987;1992;1997;2002;2007,0;0;3;3;3;3,Zn,-36.9967,69.0072
M003308,1983;1988;1993;1998;2003,0;1;2;2;2,U,-5.6358,89.1951
M003309,1992;1997;2002;2007;2012;2017,0;0;1;2;2;2,Zn,68.9234,130.0054
M003310,1970;1975;1980;1985;1990;1995,0;0;0;1;2;2,Au,7.5973,-6.922
M003311,1992;1997;2002;2007;2012,0;0;3;3;3,Fe,-5.6732,38.3488
M003312,1986;1991;1996,0;0;0,Fe,-18.0687,111.0496
M003313,2001;2006;2011,0;0;0,Zn,39.1727,125.4751
M003314,1980;1985;1990;1995;2000;2005,0;1;1;1;1;1,Fe,11.8941,-52.7419
M003315,1992;1997;2002;2007,0;0;0;0,Ag,56.0278,30.8618
M003316,1984;1989;1994;1999,0;0;0;0,Ag,-80.458,74.7574
M003317,1975;1980;1985;1990;1995;2000,0;0;3;3;3;3,Zn,-60.892,175.2484
M003318,1989;1994;1999;2004;2009;2014,0;3;3;3;3;3,Zn,-28.9737,-173.7096
M003319,2003;2008,0;0,Fe,-81.3119,-6.5635
M003320,1987;1992;1997;2002;2007,0;0;3;3;3,Zn,-25.2573,8.5116
M003321,1987;1992;1997;2002,0;0;3;3,Fe,17.4913,-49.7209
M003322,1998;2003;2008;2013,0;0;0;0,Zn,74.7827,15.0365
M003323,1987;1992;1997,0;1;3,U,-6.423,152.305
M003324,2004;2009;2014;2019;2024,0;0;0;1;2,Ag,-61.599,123.2529
M003325,2005;2010;2015,0;1;1,U,83.76,23.024
M003326,1973;1978;1983;1988;1993;1998,0;1;2;2;2;2,Cu,73.1194,165.449
M003327,2000;2005;2010,0;0;0,Ag,58.9406,151.0364
M003328,1987;1992,0;0,U,14.0914,131.5754
M003329,2000;2005,0;0,Fe,58.5019,62.0823
M003330,1991;1996;2001,0;1;1,Ag,-33.2077,134.7132
M003331,1987;1992;1997;2002,0;0;1;1,Ag,15.3498,-67.7594
M003332,2006;2011;2016;2021;2026,0;1;1;2;2,U,-36.9649,-59.4636
M003333,1982;1987;1992;1997,0;0;0;0,Au,-45.322,177.1461
M003334,2003;2008;2013;2018;2023,0;0;0;1;2,Cu,9.5058,75.2589
M003335,1996;2001;2006;2011,0;1;1;1,Ag,-81.7498,34.0061
M003336,1997;2002;2007;2012;2017;2022,0;1;2;2;2;2,Ag,-71.0906,-0.4618
M003337,2004;2009;2014,0;1;1,Fe,36.0788,129.3315
M003338,2011;2016;2021;2026;2031,0;0;0;0;3,Ag,35.1577,103.5307
M003339,1998;2003;2008,0;1;1,Ag,-22.8268,-54.5086
M003340,2013;2018;2023;2028;2033,0;1;2;2;2,Au,-38.1462,71.8506
M003341,1995;2000;2005;2010;2015,0;0;1;1;1,Fe,80.6845,74.1852
M003342,1991;1996;2001;2006;2011,0;0;0;0;3,U,26.4925,-121.4913
M003343,2005;2010;2015;2020,0;1;2;2,Ag,37.5968,136.0119
M003344,2004;2009;2014;2019;2024;2029,0;1;2;2;2;2,Au,-6.2944,-13.7793
M003345,1996;2001;2006;2011;2016;2021,0;1;1;3;3;3,Ag,-72.6977,-171.7346
M003346,1973;1978;1983;1988;1993,0;0;0;0;1,Zn,-33.3084,118.6597
M003347,1970;1975;1980;1985;1990;1995,0;0;1;1;3;3,U,52.1135,-173.3356
M003348,1994;1999;2004;2009,0;3;3;3,Zn,51.8605,103.8484
M003349,2001;2006;2011;2016;2021;2026,0;0;0;0;0;0,Ag,-63.088,122.2809
M003350,1987;1992,0;0,U,17.2734,2.6221
M003351,1979;1984;1989;1994;1999,0;0;0;0;1,Cu,-64.1317,-155.6831
M003352,1979;1984;1989;1994,0;0;1;1,Zn,83.9155,68.7585
M003353,1976;1981;1986;1991;1996;2001,0;0;1;1;1;2,Ag,59.0757,-18.7252
M003354,1994;1999,0;0,Zn,-31.3202,-156.6614
M003355,1994;1999;2004;2009,0;0;0;0,Cu,40.9344,-103.768
M003356,2007;2012;2017,0;0;0,Zn,8.8736,139.766
M003357,1989;1994;1999;2004,0;1;1;1,Zn,-62.6693,156.9095
M003358,1997;2002;2007,0;0;0,Zn,48.4914,-151.5441
M003359,2012;2017;2022,0;0;1,Au,-2.5864,-109.8552
M003360,1991;1996;2001;2006,0;1;1;1,Fe,-64.2008,98.4166
M003361,1990;1995;2000,0;0;3,Cu,-60.2832,-23.4798
M003362,1979;1984;1989;1994,0;0;0;1,Fe,11.3382,-84.4859
M003363,2005;2010;2015,0;0;1,Zn,62.5831,-130.6895
M003364,2006;2011;2016;2021,0;1;3;3,Au,80.5537,-117.4784
M003365,1978;1983;1988,0;0;1,Au,-72.6085,18.189
M003366,2000;2005,0;0,Cu,51.9716,-176.5319
M003367,2011;2016;2021;2026;2031,0;1;1;1;2,Cu,-52.5484,159.2587
M003368,1975;1980,0;3,Fe,28.9108,-107.9681
M003369,1998;2003;2008,0;0;1,Cu,53.8127,85.4838
